id_transaccion,fecha,hora,id_cliente,tipo_operacion,monto,sucursal_canal
TXN-1541,2026-08-07,11:46,C-573,Transferencia,1902.77,Cajero Automático
TXN-1880,2026-08-05,09:04,C-106,Retiro Efectivo,2297.94,Banca Movil
TXN-1889,2026-08-15,08:36,C-648,Deposito,2754.07,Banca Movil
TXN-1090,2026-08-21,09:09,C-769,Transferencia,2398.61,SUC-Norte
TXN-1925,2026-08-04,19:31,C-182,Transferencia,2505.04,SUC-Centro
TXN-1181,2026-08-22,14:26,C-212,Pago Tarjeta,2080.91,SUC-Sur
TXN-1274,2026-08-01,08:27,C-889,Transferencia,638.27,SUC-Norte
TXN-1881,2026-08-28,10:49,C-644,Transferencia,925.03,SUC-Norte
TXN-1069,2026-08-21,12:11,C-610,Transferencia,2959.33,SUC-Norte
TXN-1291,2026-08-17,20:24,C-792,Retiro Efectivo,2451.79,SUC-Centro
TXN-1131,2026-08-07,20:09,C-913,Deposito,2063.33,Banca Movil
TXN-1300,2026-08-19,19:29,C-397,Transferencia,1360.14,Banca Movil
TXN-1802,2026-08-08,19:32,C-326,Pago Tarjeta,941.0,SUC-Centro
TXN-1326,2026-08-24,19:51,C-151,Retiro Efectivo,1242.84,Banca Movil
TXN-1144,2026-08-08,16:02,C-139,Transferencia,2014.44,Cajero Automático
TXN-1405,2026-08-03,12:06,C-848,Deposito,2321.68,Banca Movil
TXN-1787,2026-08-08,20:57,C-577,Deposito,2848.55,Banca Movil
TXN-1135,2026-08-07,18:52,C-873,Transferencia,1776.65,SUC-Sur
TXN-1532,2026-08-14,16:42,C-156,Deposito,2025.74,SUC-Centro
TXN-1164,2026-08-05,12:26,C-406,Transferencia,1441.71,Banca Movil
TXN-1028,2026-08-23,10:22,C-247,Retiro Efectivo,3053.16,SUC-Centro
TXN-1783,2026-08-16,10:26,C-367,Deposito,1299.67,SUC-Norte
TXN-1193,2026-08-14,07:40,C-371,Transferencia,1289.42,SUC-Centro
TXN-1902,2026-08-01,16:18,C-252,Pago Tarjeta,2462.62,Banca Movil
TXN-1629,2026-08-04,14:40,C-346,Pago Tarjeta,2801.32,SUC-Centro
TXN-1169,2026-08-14,18:31,C-621,Transferencia,1337.2,Cajero Automático
TXN-1728,2026-08-03,21:53,C-560,Retiro Efectivo,1782.48,Cajero Automático
TXN-1140,2026-08-15,18:25,C-511,Pago Tarjeta,2997.13,Cajero Automático
TXN-1173,2026-08-13,07:29,C-676,Retiro Efectivo,707.49,Banca Movil
TXN-1006,2026-08-08,14:45,C-396,Pago Tarjeta,1123.37,Banca Movil
TXN-1633,2026-08-09,15:04,C-708,Transferencia,2386.65,Banca Movil
TXN-1638,2026-08-17,08:41,C-820,Transferencia,3325.65,Banca Movil
TXN-1073,2026-08-19,07:03,C-415,Transferencia,1079.74,Banca Movil
TXN-1850,2026-08-20,21:51,C-959,Pago Tarjeta,1327.8,Cajero Automático
TXN-1857,2026-08-01,11:20,C-106,Transferencia,2082.22,SUC-Sur
TXN-1238,2026-08-27,13:02,C-163,Retiro Efectivo,1854.85,Cajero Automático
TXN-1145,2026-08-24,21:27,C-240,Deposito,3177.84,SUC-Norte
TXN-1781,2026-08-24,10:19,C-467,Transferencia,779.73,SUC-Norte
TXN-1234,2026-08-03,10:44,C-993,Transferencia,416.61,SUC-Centro
TXN-1220,2026-08-01,19:32,C-295,Retiro Efectivo,578.29,SUC-Norte
TXN-1456,2026-08-12,14:54,C-163,Deposito,2018.7,SUC-Centro
TXN-1481,2026-08-04,13:21,C-720,Retiro Efectivo,2601.25,Banca Movil
TXN-1132,2026-08-19,08:03,C-447,Retiro Efectivo,3307.84,SUC-Centro
TXN-1976,2026-08-12,19:36,C-870,Retiro Efectivo,1992.93,SUC-Sur
TXN-1528,2026-08-12,11:58,C-193,Transferencia,3266.72,Banca Movil
TXN-1185,2026-08-18,14:40,C-915,Deposito,1053.36,SUC-Norte
TXN-1041,2026-08-23,18:31,C-675,Transferencia,2283.46,Banca Movil
TXN-1602,2026-08-25,09:04,C-405,Transferencia,835.38,Cajero Automático
TXN-1108,2026-08-08,10:16,C-152,Retiro Efectivo,2966.7,SUC-Centro
TXN-1581,2026-08-28,21:04,C-182,Retiro Efectivo,275.88,SUC-Norte
TXN-1056,2026-08-20,08:46,C-730,Transferencia,3386.23,SUC-Centro
TXN-1388,2026-08-02,08:15,C-443,Retiro Efectivo,2523.15,SUC-Centro
TXN-1424,2026-08-22,20:55,C-515,Transferencia,1377.09,Banca Movil
TXN-1788,2026-08-27,14:38,C-200,Transferencia,2534.88,SUC-Centro
TXN-1847,2026-08-24,12:11,C-160,Transferencia,2723.3,SUC-Norte
TXN-1024,2026-08-18,13:21,C-575,Deposito,155.44,SUC-Sur
TXN-1428,2026-08-11,16:00,C-435,Retiro Efectivo,993.91,Cajero Automático
TXN-1790,2026-08-09,17:32,C-839,Deposito,1701.91,SUC-Norte
TXN-1687,2026-08-26,19:21,C-148,Transferencia,814.26,Banca Movil
TXN-1685,2026-08-07,11:35,C-669,Transferencia,66.67,Banca Movil
TXN-1912,2026-08-02,17:22,C-506,Deposito,68.25,SUC-Sur
TXN-1338,2026-08-06,07:19,C-202,Pago Tarjeta,308.29,SUC-Sur
TXN-1051,2026-08-13,18:35,C-199,Transferencia,2123.94,SUC-Centro
TXN-1696,2026-08-07,12:19,C-526,Retiro Efectivo,1103.88,SUC-Norte
TXN-1932,2026-08-12,08:19,C-515,Retiro Efectivo,2316.25,SUC-Norte
TXN-1906,2026-08-12,20:04,C-639,Retiro Efectivo,1217.61,Banca Movil
TXN-1662,2026-08-14,12:23,C-712,Deposito,3480.38,Cajero Automático
TXN-1264,2026-08-21,15:24,C-370,Retiro Efectivo,186.08,SUC-Sur
TXN-1530,2026-08-18,07:11,C-556,Transferencia,2333.52,SUC-Norte
TXN-1673,2026-08-22,11:46,C-326,Transferencia,395.16,Cajero Automático
TXN-1483,2026-08-18,13:26,C-525,Retiro Efectivo,2611.32,SUC-Norte
TXN-1507,2026-08-01,08:36,C-677,Pago Tarjeta,2131.69,SUC-Norte
TXN-1429,2026-08-09,11:54,C-188,Retiro Efectivo,3374.4,SUC-Norte
TXN-1018,2026-08-03,20:59,C-805,Pago Tarjeta,2480.99,Cajero Automático
TXN-1706,2026-08-17,18:56,C-969,Transferencia,313.8,Cajero Automático
TXN-1464,2026-08-18,08:08,C-614,Retiro Efectivo,1853.42,Banca Movil
TXN-1904,2026-08-18,14:12,C-296,Deposito,789.88,SUC-Centro
TXN-1722,2026-08-02,11:48,C-348,Transferencia,2713.9,Cajero Automático
TXN-1367,2026-08-06,15:07,C-138,Retiro Efectivo,1303.53,Banca Movil
TXN-1083,2026-08-28,07:16,C-461,Retiro Efectivo,567.26,SUC-Sur
TXN-1061,2026-08-15,10:13,C-933,Deposito,919.4,SUC-Centro
TXN-1439,2026-08-21,07:11,C-367,Transferencia,2505.97,SUC-Sur
TXN-1272,2026-08-03,21:18,C-330,Transferencia,2989.4,SUC-Norte
TXN-1285,2026-08-08,09:15,C-914,Pago Tarjeta,1380.72,Banca Movil
TXN-1360,2026-08-14,20:43,C-767,Retiro Efectivo,2134.5,SUC-Sur
TXN-1354,2026-08-01,19:18,C-428,Retiro Efectivo,2304.14,SUC-Norte
TXN-1720,2026-08-05,18:15,C-237,Pago Tarjeta,1312.07,SUC-Centro
TXN-1278,2026-08-19,14:10,C-806,Transferencia,3080.74,Cajero Automático
TXN-1012,2026-08-18,15:49,C-926,Retiro Efectivo,715.03,SUC-Centro
TXN-1182,2026-08-24,07:12,C-526,Retiro Efectivo,626.22,Banca Movil
TXN-1368,2026-08-13,14:23,C-279,Transferencia,237.25,SUC-Centro
TXN-1518,2026-08-14,15:49,C-435,Retiro Efectivo,1970.27,SUC-Sur
TXN-1753,2026-08-23,20:28,C-590,Transferencia,210.21,SUC-Norte
TXN-1223,2026-08-16,18:19,C-421,Transferencia,1088.85,SUC-Sur
TXN-1852,2026-08-16,19:05,C-176,Transferencia,1877.87,Banca Movil
TXN-1810,2026-08-08,08:22,C-837,Transferencia,1027.92,Cajero Automático
TXN-1803,2026-08-09,15:01,C-859,Retiro Efectivo,671.13,SUC-Centro
TXN-1499,2026-08-28,17:07,C-906,Retiro Efectivo,2744.19,Cajero Automático
TXN-1575,2026-08-26,20:42,C-483,Deposito,1822.94,SUC-Centro
TXN-1601,2026-08-03,12:49,C-123,Deposito,2033.62,SUC-Sur
TXN-1176,2026-08-17,08:49,C-935,Retiro Efectivo,908.44,SUC-Norte
TXN-1657,2026-08-24,09:02,C-935,Transferencia,675.69,SUC-Norte
TXN-1784,2026-08-15,17:50,C-468,Deposito,2524.69,Banca Movil
TXN-1578,2026-08-13,20:47,C-990,Pago Tarjeta,3349.15,Banca Movil
TXN-1513,2026-08-06,15:23,C-307,Retiro Efectivo,695.07,Banca Movil
TXN-1786,2026-08-25,08:07,C-609,Deposito,844.69,SUC-Sur
TXN-1163,2026-08-04,08:30,C-962,Transferencia,2235.53,Cajero Automático
TXN-1248,2026-08-06,12:55,C-485,Transferencia,2367.13,Banca Movil
TXN-1626,2026-08-14,17:20,C-729,Pago Tarjeta,1890.46,Cajero Automático
TXN-1872,2026-08-13,17:25,C-732,Retiro Efectivo,2044.06,Banca Movil
TXN-1965,2026-08-20,17:10,C-656,Transferencia,417.3,Banca Movil
TXN-1375,2026-08-10,14:01,C-906,Transferencia,2519.9,Banca Movil
TXN-1412,2026-08-28,20:29,C-854,Retiro Efectivo,2943.92,Cajero Automático
TXN-1074,2026-08-07,15:18,C-609,Transferencia,422.96,SUC-Sur
TXN-1113,2026-08-21,07:26,C-666,Pago Tarjeta,491.41,SUC-Centro
TXN-1631,2026-08-19,11:37,C-168,Transferencia,3362.46,SUC-Norte
TXN-1864,2026-08-24,14:22,C-824,Transferencia,852.17,Banca Movil
TXN-1390,2026-08-24,09:24,C-565,Retiro Efectivo,419.02,SUC-Sur
TXN-1104,2026-08-21,16:03,C-512,Transferencia,2757.89,Banca Movil
TXN-1114,2026-08-23,14:44,C-395,Retiro Efectivo,942.35,Banca Movil
TXN-1417,2026-08-08,19:21,C-790,Transferencia,2046.01,SUC-Centro
TXN-1911,2026-08-21,20:20,C-914,Deposito,3377.77,Banca Movil
TXN-1409,2026-08-20,07:25,C-835,Retiro Efectivo,1879.76,SUC-Norte
TXN-1092,2026-08-12,11:05,C-581,Deposito,2311.13,SUC-Sur
TXN-1557,2026-08-26,11:43,C-452,Transferencia,2167.27,SUC-Norte
TXN-1089,2026-08-15,17:03,C-963,Deposito,2328.83,SUC-Sur
TXN-1336,2026-08-05,08:57,C-834,Transferencia,2988.96,SUC-Norte
TXN-1974,2026-08-14,07:05,C-701,Transferencia,2444.96,SUC-Sur
TXN-1907,2026-08-08,14:11,C-358,Retiro Efectivo,1949.49,SUC-Centro
TXN-1919,2026-08-20,18:40,C-813,Retiro Efectivo,326.14,Cajero Automático
TXN-1598,2026-08-11,13:55,C-954,Transferencia,237.22,Cajero Automático
TXN-1756,2026-08-02,13:03,C-440,Pago Tarjeta,2477.89,SUC-Norte
TXN-1603,2026-08-09,15:40,C-574,Transferencia,942.34,SUC-Norte
TXN-1094,2026-08-12,15:48,C-649,Transferencia,945.02,SUC-Sur
TXN-1011,2026-08-24,19:58,C-924,Pago Tarjeta,149.87,Cajero Automático
TXN-1396,2026-08-02,09:56,C-971,Transferencia,2745.9,SUC-Centro
TXN-1526,2026-08-02,09:17,C-697,Transferencia,1163.07,SUC-Norte
TXN-1043,2026-08-11,07:05,C-426,Transferencia,978.34,SUC-Centro
TXN-1042,2026-08-14,14:50,C-208,Transferencia,2388.05,Banca Movil
TXN-1329,2026-08-28,10:40,C-331,Pago Tarjeta,2944.66,SUC-Norte
TXN-1167,2026-08-26,20:10,C-619,Transferencia,180.15,SUC-Norte
TXN-1478,2026-08-05,20:13,C-256,Transferencia,2858.39,SUC-Sur
TXN-1863,2026-08-13,09:44,C-169,Transferencia,1696.14,SUC-Centro
TXN-1590,2026-08-26,16:29,C-221,Retiro Efectivo,2724.46,Banca Movil
TXN-1745,2026-08-28,20:07,C-292,Transferencia,266.87,SUC-Norte
TXN-1100,2026-08-22,21:28,C-370,Retiro Efectivo,705.21,SUC-Centro
TXN-1426,2026-08-19,19:09,C-537,Transferencia,3209.89,SUC-Centro
TXN-1178,2026-08-18,15:52,C-477,Transferencia,1238.01,Cajero Automático
TXN-1444,2026-08-03,08:30,C-373,Retiro Efectivo,1052.5,Banca Movil
TXN-1416,2026-08-19,07:03,C-681,Pago Tarjeta,661.35,SUC-Norte
TXN-1692,2026-08-15,15:05,C-904,Pago Tarjeta,2578.76,SUC-Sur
TXN-1869,2026-08-20,11:40,C-566,Transferencia,702.12,Cajero Automático
TXN-1650,2026-08-22,14:32,C-984,Pago Tarjeta,1473.66,Cajero Automático
TXN-1177,2026-08-09,13:55,C-117,Transferencia,2442.66,Banca Movil
TXN-1395,2026-08-02,18:46,C-237,Transferencia,1626.81,SUC-Sur
TXN-1667,2026-08-18,07:50,C-342,Transferencia,388.8,Banca Movil
TXN-1940,2026-08-27,08:28,C-819,Deposito,174.41,SUC-Norte
TXN-1946,2026-08-10,16:11,C-760,Retiro Efectivo,1268.29,SUC-Centro
TXN-1675,2026-08-06,21:38,C-407,Transferencia,3155.41,SUC-Sur
TXN-1383,2026-08-16,11:41,C-109,Pago Tarjeta,1850.85,SUC-Centro
TXN-1942,2026-08-10,15:22,C-184,Transferencia,50.99,Banca Movil
TXN-1257,2026-08-24,14:50,C-890,Transferencia,932.83,SUC-Sur
TXN-1531,2026-08-05,20:09,C-928,Transferencia,1742.4,SUC-Centro
TXN-1335,2026-08-15,09:40,C-438,Deposito,2978.52,SUC-Centro
TXN-1606,2026-08-17,21:49,C-657,Pago Tarjeta,1543.94,SUC-Centro
TXN-1015,2026-08-14,18:37,C-404,Retiro Efectivo,910.74,SUC-Sur
TXN-1003,2026-08-24,08:27,C-609,Transferencia,2882.51,SUC-Norte
TXN-1868,2026-08-05,16:27,C-617,Pago Tarjeta,1459.83,Banca Movil
TXN-1909,2026-08-03,14:05,C-462,Pago Tarjeta,2488.43,Cajero Automático
TXN-1256,2026-08-25,09:04,C-792,Retiro Efectivo,399.45,SUC-Norte
TXN-1538,2026-08-28,13:26,C-677,Transferencia,285.21,SUC-Norte
TXN-1949,2026-08-13,21:55,C-679,Retiro Efectivo,1836.21,Cajero Automático
TXN-1737,2026-08-16,19:38,C-374,Pago Tarjeta,3323.06,SUC-Sur
TXN-1572,2026-08-08,13:34,C-846,Transferencia,201.29,SUC-Sur
TXN-1393,2026-08-24,18:34,C-636,Retiro Efectivo,3259.25,SUC-Norte
TXN-1222,2026-08-11,07:18,C-551,Pago Tarjeta,2224.57,SUC-Sur
TXN-1179,2026-08-28,07:42,C-439,Pago Tarjeta,494.81,SUC-Sur
TXN-1289,2026-08-11,09:11,C-224,Transferencia,2799.34,SUC-Centro
TXN-1969,2026-08-19,18:57,C-283,Pago Tarjeta,2820.15,SUC-Norte
TXN-1324,2026-08-02,20:57,C-345,Retiro Efectivo,2332.91,Banca Movil
TXN-1583,2026-08-08,16:27,C-777,Retiro Efectivo,2718.86,Banca Movil
TXN-1009,2026-08-04,15:41,C-594,Transferencia,2986.97,SUC-Sur
TXN-1249,2026-08-09,08:55,C-421,Pago Tarjeta,3178.74,SUC-Sur
TXN-1022,2026-08-20,14:36,C-525,Transferencia,2242.16,SUC-Sur
TXN-1356,2026-08-25,12:51,C-761,Retiro Efectivo,1472.57,SUC-Sur
TXN-1878,2026-08-21,17:50,C-599,Retiro Efectivo,1299.83,SUC-Sur
TXN-1848,2026-08-18,14:44,C-636,Retiro Efectivo,2289.85,Banca Movil
TXN-1340,2026-08-15,07:37,C-889,Pago Tarjeta,881.08,Cajero Automático
TXN-1431,2026-08-22,15:16,C-785,Retiro Efectivo,1612.32,SUC-Centro
TXN-1544,2026-08-22,08:56,C-415,Retiro Efectivo,786.07,SUC-Centro
TXN-1820,2026-08-18,20:49,C-351,Retiro Efectivo,677.5,SUC-Norte
TXN-1203,2026-08-17,20:09,C-591,Pago Tarjeta,633.0,SUC-Sur
TXN-1622,2026-08-12,21:56,C-132,Transferencia,1559.98,SUC-Centro
TXN-1093,2026-08-06,10:07,C-392,Transferencia,3491.27,SUC-Centro
TXN-1551,2026-08-20,14:38,C-863,Retiro Efectivo,2891.72,Banca Movil
TXN-1068,2026-08-27,11:14,C-263,Retiro Efectivo,2335.13,Banca Movil
TXN-1977,2026-08-03,11:41,C-940,Transferencia,2706.39,SUC-Norte
TXN-1284,2026-08-02,12:27,C-673,Transferencia,987.82,SUC-Centro
TXN-1873,2026-08-19,12:32,C-753,Transferencia,456.51,SUC-Norte
TXN-1434,2026-08-08,20:01,C-243,Transferencia,2465.05,Cajero Automático
TXN-1153,2026-08-13,17:52,C-720,Retiro Efectivo,2239.02,SUC-Centro
TXN-1075,2026-08-23,18:08,C-123,Transferencia,270.24,SUC-Centro
TXN-1721,2026-08-01,14:39,C-497,Pago Tarjeta,820.41,SUC-Centro
TXN-1446,2026-08-15,12:32,C-409,Retiro Efectivo,2369.69,SUC-Sur
TXN-1188,2026-08-25,11:35,C-804,Transferencia,1215.53,SUC-Sur
TXN-1271,2026-08-08,17:43,C-405,Pago Tarjeta,208.32,Cajero Automático
TXN-1236,2026-08-24,13:14,C-853,Retiro Efectivo,739.14,Banca Movil
TXN-1487,2026-08-20,11:23,C-875,Transferencia,2805.94,Cajero Automático
TXN-1117,2026-08-22,10:18,C-616,Pago Tarjeta,681.59,SUC-Sur
TXN-1959,2026-08-04,11:12,C-586,Pago Tarjeta,2141.95,Banca Movil
TXN-1512,2026-08-09,12:54,C-617,Pago Tarjeta,2405.17,SUC-Norte
TXN-1620,2026-08-20,19:37,C-883,Transferencia,348.44,SUC-Sur
TXN-1584,2026-08-07,16:25,C-995,Transferencia,3034.08,SUC-Norte
TXN-1126,2026-08-26,21:12,C-221,Transferencia,948.93,SUC-Centro
TXN-1116,2026-08-08,11:02,C-495,Retiro Efectivo,2682.07,SUC-Sur
TXN-1473,2026-08-27,19:44,C-729,Transferencia,2945.87,SUC-Sur
TXN-1684,2026-08-10,18:05,C-537,Transferencia,1527.66,SUC-Sur
TXN-1057,2026-08-09,10:20,C-528,Transferencia,2267.45,SUC-Norte
TXN-1665,2026-08-23,19:21,C-938,Transferencia,1052.75,Cajero Automático
TXN-1898,2026-08-09,15:07,C-283,Pago Tarjeta,2999.75,Cajero Automático
TXN-1369,2026-08-01,17:47,C-527,Retiro Efectivo,819.07,SUC-Sur
TXN-1268,2026-08-15,20:34,C-352,Transferencia,2597.96,Banca Movil
TXN-1046,2026-08-07,10:19,C-225,Transferencia,2742.05,Banca Movil
TXN-1349,2026-08-04,15:32,C-588,Transferencia,1595.94,SUC-Sur
TXN-1195,2026-08-15,10:45,C-901,Retiro Efectivo,3320.89,Banca Movil
TXN-9999,2026-08-20,03:15,C-404,Retiro Efectivo,45000.0,Cajero Automático
TXN-1896,2026-08-27,14:33,C-540,Pago Tarjeta,2483.96,SUC-Sur
TXN-1882,2026-08-15,17:23,C-664,Transferencia,2999.67,SUC-Sur
TXN-1263,2026-08-22,17:54,C-809,Transferencia,652.72,SUC-Sur
TXN-1443,2026-08-25,08:47,C-871,Transferencia,2203.38,Banca Movil
TXN-1666,2026-08-10,17:38,C-428,Retiro Efectivo,282.4,Banca Movil
TXN-1304,2026-08-26,14:22,C-180,Pago Tarjeta,2942.95,SUC-Sur
TXN-1341,2026-08-08,12:46,C-240,Retiro Efectivo,3397.0,SUC-Centro
TXN-1952,2026-08-07,09:19,C-640,Transferencia,361.07,Banca Movil
TXN-1149,2026-08-24,10:43,C-585,Deposito,2737.35,SUC-Sur
TXN-1124,2026-08-27,17:37,C-796,Pago Tarjeta,2768.91,Cajero Automático
TXN-1908,2026-08-21,21:45,C-934,Transferencia,2454.85,Banca Movil
TXN-1050,2026-08-03,12:27,C-244,Retiro Efectivo,2283.43,Cajero Automático
TXN-1353,2026-08-27,20:30,C-394,Retiro Efectivo,1765.94,SUC-Norte
TXN-1913,2026-08-25,18:04,C-180,Pago Tarjeta,364.26,SUC-Centro
TXN-1142,2026-08-09,15:31,C-141,Transferencia,741.02,Banca Movil
TXN-1470,2026-08-17,11:29,C-754,Retiro Efectivo,605.23,SUC-Norte
TXN-1399,2026-08-17,14:39,C-379,Transferencia,1479.92,Cajero Automático
TXN-1617,2026-08-09,19:40,C-293,Retiro Efectivo,416.17,SUC-Sur
TXN-1320,2026-08-22,17:49,C-211,Pago Tarjeta,1217.14,SUC-Norte
TXN-1019,2026-08-07,08:17,C-161,Deposito,995.22,SUC-Norte
TXN-1796,2026-08-08,16:26,C-479,Pago Tarjeta,2028.53,Cajero Automático
TXN-1861,2026-08-22,14:38,C-745,Retiro Efectivo,387.12,SUC-Norte
TXN-1795,2026-08-21,12:15,C-308,Transferencia,198.85,SUC-Centro
TXN-1407,2026-08-06,15:57,C-763,Retiro Efectivo,514.49,SUC-Sur
TXN-1537,2026-08-26,15:13,C-567,Retiro Efectivo,684.35,SUC-Sur
TXN-1740,2026-08-05,17:30,C-719,Retiro Efectivo,2588.92,SUC-Centro
TXN-1038,2026-08-25,15:48,C-878,Retiro Efectivo,2024.29,Cajero Automático
TXN-1175,2026-08-15,11:20,C-586,Retiro Efectivo,2212.07,SUC-Sur
TXN-1245,2026-08-22,09:31,C-778,Transferencia,3269.28,SUC-Norte
TXN-1886,2026-08-13,17:28,C-642,Transferencia,2398.09,SUC-Centro
TXN-1894,2026-08-09,08:01,C-814,Retiro Efectivo,1107.95,SUC-Norte
TXN-1743,2026-08-01,08:45,C-994,Transferencia,804.93,SUC-Norte
TXN-1845,2026-08-18,18:28,C-655,Transferencia,2904.95,Banca Movil
TXN-1154,2026-08-12,11:36,C-627,Retiro Efectivo,66.26,Cajero Automático
TXN-1287,2026-08-02,16:43,C-380,Deposito,2809.65,SUC-Centro
TXN-1595,2026-08-22,10:27,C-230,Transferencia,1634.33,Banca Movil
TXN-1569,2026-08-28,07:31,C-238,Transferencia,1343.61,SUC-Norte
TXN-1732,2026-08-19,19:18,C-648,Deposito,2168.42,SUC-Centro
TXN-1017,2026-08-01,20:15,C-174,Transferencia,3217.21,Banca Movil
TXN-1127,2026-08-11,13:07,C-231,Deposito,1064.48,Banca Movil
TXN-1322,2026-08-21,21:38,C-858,Retiro Efectivo,2467.0,Cajero Automático
TXN-1255,2026-08-18,20:41,C-462,Pago Tarjeta,2546.29,SUC-Norte
TXN-1649,2026-08-03,12:38,C-872,Transferencia,1236.29,Cajero Automático
TXN-1950,2026-08-13,07:53,C-978,Transferencia,2592.39,Banca Movil
TXN-1190,2026-08-11,11:28,C-127,Deposito,3484.38,Cajero Automático
TXN-1115,2026-08-18,16:30,C-175,Transferencia,2838.79,SUC-Centro
TXN-1625,2026-08-11,12:55,C-529,Retiro Efectivo,1685.26,Cajero Automático
TXN-1180,2026-08-01,20:34,C-789,Transferencia,1373.25,SUC-Sur
TXN-1301,2026-08-19,21:18,C-143,Transferencia,1287.17,SUC-Norte
TXN-1800,2026-08-23,08:33,C-676,Pago Tarjeta,2024.33,SUC-Sur
TXN-1703,2026-08-22,19:06,C-650,Transferencia,1908.23,Cajero Automático
TXN-1714,2026-08-08,18:49,C-159,Transferencia,3176.75,SUC-Norte
TXN-1760,2026-08-04,12:14,C-294,Transferencia,958.44,SUC-Centro
TXN-1653,2026-08-11,19:57,C-243,Retiro Efectivo,605.29,SUC-Centro
TXN-1517,2026-08-23,13:54,C-268,Retiro Efectivo,1528.35,SUC-Centro
TXN-1970,2026-08-26,16:21,C-970,Transferencia,3350.65,SUC-Centro
TXN-1045,2026-08-05,13:44,C-577,Transferencia,119.18,SUC-Centro
TXN-1895,2026-08-25,18:11,C-790,Retiro Efectivo,1238.03,SUC-Sur
TXN-1157,2026-08-17,14:33,C-727,Retiro Efectivo,631.69,Cajero Automático
TXN-1933,2026-08-06,13:45,C-488,Retiro Efectivo,2823.49,SUC-Centro
TXN-1171,2026-08-03,13:52,C-601,Retiro Efectivo,1161.64,SUC-Norte
TXN-1016,2026-08-02,11:20,C-564,Pago Tarjeta,1624.75,SUC-Norte
TXN-1511,2026-08-21,20:06,C-660,Transferencia,662.12,SUC-Sur
TXN-1048,2026-08-11,12:30,C-560,Retiro Efectivo,80.7,Cajero Automático
TXN-1957,2026-08-21,21:18,C-808,Transferencia,3373.34,Banca Movil
TXN-1827,2026-08-13,07:18,C-881,Transferencia,842.86,Banca Movil
TXN-1515,2026-08-15,11:36,C-649,Retiro Efectivo,1822.77,SUC-Centro
TXN-1677,2026-08-19,12:05,C-162,Pago Tarjeta,1604.73,SUC-Norte
TXN-1480,2026-08-04,21:14,C-865,Pago Tarjeta,3044.72,Banca Movil
TXN-1283,2026-08-21,11:22,C-457,Retiro Efectivo,3369.97,Banca Movil
TXN-1723,2026-08-08,18:50,C-361,Pago Tarjeta,2579.63,Banca Movil
TXN-1928,2026-08-15,12:29,C-765,Transferencia,2879.79,Cajero Automático
TXN-1225,2026-08-04,16:42,C-255,Transferencia,2335.57,SUC-Sur
TXN-1026,2026-08-23,20:20,C-448,Transferencia,2099.45,Banca Movil
TXN-1915,2026-08-08,11:57,C-515,Retiro Efectivo,3244.22,Banca Movil
TXN-1437,2026-08-05,19:15,C-354,Pago Tarjeta,2470.16,SUC-Sur
TXN-1937,2026-08-23,20:36,C-157,Retiro Efectivo,1829.56,Cajero Automático
TXN-1364,2026-08-28,12:05,C-856,Transferencia,763.64,Banca Movil
TXN-1229,2026-08-10,12:21,C-520,Transferencia,2915.75,SUC-Norte
TXN-1037,2026-08-01,13:31,C-233,Pago Tarjeta,612.03,SUC-Norte
TXN-1951,2026-08-23,08:33,C-197,Transferencia,286.73,SUC-Centro
TXN-1374,2026-08-15,17:14,C-506,Transferencia,2317.23,SUC-Sur
TXN-1469,2026-08-21,16:33,C-220,Transferencia,2638.14,SUC-Norte
TXN-1953,2026-08-03,09:10,C-143,Retiro Efectivo,1031.5,SUC-Norte
TXN-1837,2026-08-01,10:18,C-914,Retiro Efectivo,2170.88,SUC-Centro
TXN-1695,2026-08-22,12:01,C-813,Transferencia,1287.66,SUC-Norte
TXN-1716,2026-08-10,21:10,C-522,Deposito,1924.97,SUC-Sur
TXN-1194,2026-08-06,16:51,C-771,Retiro Efectivo,700.07,Cajero Automático
TXN-1841,2026-08-13,12:17,C-837,Deposito,455.43,Banca Movil
TXN-1851,2026-08-08,15:17,C-967,Transferencia,199.86,SUC-Centro
TXN-1503,2026-08-14,20:58,C-640,Transferencia,2480.97,SUC-Norte
TXN-1956,2026-08-27,12:33,C-988,Pago Tarjeta,1250.93,Cajero Automático
TXN-1817,2026-08-14,12:34,C-488,Transferencia,2122.89,Cajero Automático
TXN-1579,2026-08-28,07:27,C-486,Pago Tarjeta,1906.01,SUC-Norte
TXN-1954,2026-08-19,12:59,C-335,Retiro Efectivo,2912.69,Cajero Automático
TXN-1162,2026-08-28,20:31,C-857,Transferencia,2169.96,Banca Movil
TXN-1693,2026-08-15,17:42,C-637,Deposito,3078.71,Cajero Automático
TXN-1152,2026-08-19,07:48,C-252,Transferencia,660.04,SUC-Sur
TXN-1672,2026-08-13,13:18,C-633,Retiro Efectivo,2311.38,Cajero Automático
TXN-1750,2026-08-08,09:53,C-787,Deposito,1296.32,Banca Movil
TXN-1822,2026-08-14,18:30,C-663,Retiro Efectivo,962.6,SUC-Norte
TXN-1111,2026-08-13,09:35,C-299,Deposito,674.92,SUC-Norte
TXN-1226,2026-08-12,14:55,C-522,Transferencia,981.42,SUC-Centro
TXN-1679,2026-08-13,09:58,C-705,Retiro Efectivo,1104.58,Banca Movil
